	blast_score	multiblast_score	n_hits	normalized_score	qry_cluster	qry_gene	qry_gene_end	qry_gene_start	qry_gene_strand	qry_genes_len	qry_strain	ref_cluster	ref_genes_len	ref_strain	svg
2579	509	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	49479	48133	-1	2	antismash_GCA_001630395	CH476610.1.region001	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_4
2580	509	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	46872	45902	-1	2	antismash_GCA_001630395	CH476610.1.region001	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_4
2581	509	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	45075	43362	-1	2	antismash_GCA_001630395	CH476610.1.region001	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_4
2582	509	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	41868	40345	1	2	antismash_GCA_001630395	CH476610.1.region001	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_4
2583	509	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	39208	38162	-1	2	antismash_GCA_001630395	CH476610.1.region001	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_4
2584	509	2.0	2	0.08695652173913043	LWBM01000023.1.region001	EAU29303	37801	36414	-1	2	antismash_GCA_001630395	CH476610.1.region001	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_4
2585	509	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	35074	34405	-1	2	antismash_GCA_001630395	CH476610.1.region001	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_4
2586	509	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	34069	33223	1	2	antismash_GCA_001630395	CH476610.1.region001	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_4
2587	509	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	32373	31000	1	2	antismash_GCA_001630395	CH476610.1.region001	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_4
2588	509	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	30625	28545	-1	2	antismash_GCA_001630395	CH476610.1.region001	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_4
2589	509	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	24864	24517	-1	2	antismash_GCA_001630395	CH476610.1.region001	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_4
2590	509	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	23463	22271	1	2	antismash_GCA_001630395	CH476610.1.region001	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_4
2591	509	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	20900	19095	-1	2	antismash_GCA_001630395	CH476610.1.region001	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_4
2592	509	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	18442	14094	1	2	antismash_GCA_001630395	CH476610.1.region001	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_4
2593	509	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	9922	8058	1	2	antismash_GCA_001630395	CH476610.1.region001	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_4
2594	509	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	7484	2327	-1	2	antismash_GCA_001630395	CH476610.1.region001	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_4
2595	509	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	1058	1	1	2	antismash_GCA_001630395	CH476610.1.region001	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_4
2596	X	X	X	X	X	EAU29307	60835	59852	1	X	NIH	CH476610.1.region001	X	NIH	X
2597	X	X	X	X	X	EAU29306	58202	57010	-1	X	NIH	CH476610.1.region001	X	NIH	X
2598	X	X	X	X	X	EAU29305	54457	53574	1	X	NIH	CH476610.1.region001	X	NIH	X
2599	X	X	X	X	X	EAU29304	48823	47505	1	X	NIH	CH476610.1.region001	X	NIH	X
2600	X	X	X	X	X	EAU29303	45621	44213	1	X	NIH	CH476610.1.region001	X	NIH	X
2601	X	X	X	X	X	EAU29302	42858	35791	-1	X	NIH	CH476610.1.region001	X	NIH	X
2602	X	X	X	X	X	EAU29301	34926	33400	1	X	NIH	CH476610.1.region001	X	NIH	X
2609	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	78360	76755	-1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2610	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	76543	76109	1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2611	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	71553	70471	-1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2612	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	68933	67335	1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2613	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	59884	53884	1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2614	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	52573	50903	-1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2615	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	49479	48133	-1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2616	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	46872	45902	-1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2617	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	45075	43362	-1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2618	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	EAU31033	41868	40345	1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2619	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	39208	38162	-1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2620	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	37801	36414	-1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2621	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	35074	34405	-1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2622	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	34069	33223	1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2623	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	32373	31000	1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2624	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	30625	28545	-1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2625	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	24864	24517	-1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2626	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	23463	22271	1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2627	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	EAU31031	20900	19095	-1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2628	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	18442	14094	1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2629	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	9922	8058	1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2630	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	7484	2327	-1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2631	545	2.0	2	0.08695652173913043	LWBM01000023.1.region001	nohomolog	1058	1	1	2	antismash_GCA_001630395	CH476606.1.region003	13	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_3
2632	X	X	X	X	X	EAU31039	50381	49472	1	X	NIH	CH476606.1.region003	X	NIH	X
2633	X	X	X	X	X	EAU31038	47319	45818	-1	X	NIH	CH476606.1.region003	X	NIH	X
2634	X	X	X	X	X	EAU31037	44776	43421	1	X	NIH	CH476606.1.region003	X	NIH	X
2635	X	X	X	X	X	EAU31036	40656	40306	-1	X	NIH	CH476606.1.region003	X	NIH	X
2636	X	X	X	X	X	EAU31035	38948	38155	-1	X	NIH	CH476606.1.region003	X	NIH	X
2637	X	X	X	X	X	EAU31034	34197	32668	-1	X	NIH	CH476606.1.region003	X	NIH	X
2638	X	X	X	X	X	EAU31033	30505	28584	-1	X	NIH	CH476606.1.region003	X	NIH	X
2639	X	X	X	X	X	EAU31032	26670	25735	-1	X	NIH	CH476606.1.region003	X	NIH	X
2640	X	X	X	X	X	EAU31031	22841	20001	-1	X	NIH	CH476606.1.region003	X	NIH	X
2641	X	X	X	X	X	EAU31030	11773	10341	-1	X	NIH	CH476606.1.region003	X	NIH	X
2642	X	X	X	X	X	EAU31029	8286	7684	1	X	NIH	CH476606.1.region003	X	NIH	X
2643	X	X	X	X	X	EAU31028	5471	3972	1	X	NIH	CH476606.1.region003	X	NIH	X
2644	X	X	X	X	X	EAU31027	1250	777	-1	X	NIH	CH476606.1.region003	X	NIH	X
2645	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	78360	76755	-1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2646	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	76543	76109	1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2647	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	71553	70471	-1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2648	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	68933	67335	1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2649	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	59884	53884	1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2650	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	52573	50903	-1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2651	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	49479	48133	-1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2652	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	EAU32824	46872	45902	-1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2653	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	45075	43362	-1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2654	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	EAU32824	41868	40345	1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2655	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	39208	38162	-1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2656	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	37801	36414	-1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2657	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	35074	34405	-1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2658	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	34069	33223	1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2659	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	EAU32824	32373	31000	1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2660	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	30625	28545	-1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2661	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	24864	24517	-1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2662	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	23463	22271	1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2663	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	20900	19095	-1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2664	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	18442	14094	1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2665	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	9922	8058	1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2666	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	7484	2327	-1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2667	185	3.0	3	0.13043478260869565	LWBM01000023.1.region001	nohomolog	1058	1	1	3	antismash_GCA_001630395	CH476602.1.region001	7	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_2
2675	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	nohomolog	78360	76755	-1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2676	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	nohomolog	76543	76109	1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2677	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36112	71553	70471	-1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2678	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36111	68933	67335	1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2679	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36107	59884	53884	1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2680	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36104	52573	50903	-1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2681	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36103	49479	48133	-1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2682	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36094	46872	45902	-1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2683	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36101	45075	43362	-1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2684	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36094	41868	40345	1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2685	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36110	39208	38162	-1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2686	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36097	37801	36414	-1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2687	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36092	35074	34405	-1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2688	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36095	34069	33223	1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2689	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36102	32373	31000	1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2690	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36093	30625	28545	-1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2691	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	nohomolog	24864	24517	-1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2692	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36090	23463	22271	1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2693	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36089	20900	19095	-1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2694	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36088	18442	14094	1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2695	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36086	9922	8058	1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2696	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	EAU36085	7484	2327	-1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2697	18957	24.0	24	1.1304347826086956	LWBM01000023.1.region001	nohomolog	1058	1	1	26	antismash_GCA_001630395	CH476597.1.region001	29	NIH	antismashGCA001630395/LWBM010000231region001/svg/clusterblast1_1
2727	2958	6.0	6	1.2	LWBM01000022.1.region003	EAU36025	20434	19496	1	6	antismash_GCA_001630395	CH476598.1.region003	9	NIH	antismashGCA001630395/LWBM010000221region003/svg/clusterblast1_1
2728	2958	6.0	6	1.2	LWBM01000022.1.region003	EAU36023	17873	17046	1	6	antismash_GCA_001630395	CH476598.1.region003	9	NIH	antismashGCA001630395/LWBM010000221region003/svg/clusterblast1_1
2729	2958	6.0	6	1.2	LWBM01000022.1.region003	EAU36022	15338	14381	1	6	antismash_GCA_001630395	CH476598.1.region003	9	NIH	antismashGCA001630395/LWBM010000221region003/svg/clusterblast1_1
2730	2958	6.0	6	1.2	LWBM01000022.1.region003	EAU36021	13280	10001	1	6	antismash_GCA_001630395	CH476598.1.region003	9	NIH	antismashGCA001630395/LWBM010000221region003/svg/clusterblast1_1
